Step,Ditto,cluster,median,trim,FedCAP,Ditto,cluster,median,trim,FedCAP,Ditto,cluster,median,trim,FedCAP,Ditto,cluster,median,trim,FedCAP
25,0.650153462,0.78045271,0.76352388,0.77148475,0.779925187,0.724342989,0.728419336,0.702714368,0.713888356,0.776520238,0.73028966,0.732687512,0.699741032,0.716621907,0.776951851,0.035727988,0.780788414,0.665643583,0.03424132,0.776568195
26,0.652791099,0.7810282,0.76409937,0.77210819,0.782562824,0.728371379,0.734270094,0.705256091,0.718156532,0.778966046,0.735804719,0.736332246,0.70429695,0.719739114,0.778918089,0.035727988,0.785344331,0.667609822,0.03424132,0.778774218
27,0.662382505,0.7929695,0.77493766,0.78294648,0.794120468,0.740984078,0.746259352,0.718923844,0.729570305,0.791386917,0.746978707,0.749568387,0.714751583,0.732687512,0.791818531,0.035296374,0.797909073,0.678975638,0.033809707,0.791051218
28,0.663581431,0.79819682,0.7796854,0.78951659,0.800594667,0.74822559,0.751966238,0.722616536,0.73287934,0.795511222,0.75129484,0.753740648,0.720026856,0.73820257,0.797813159,0.028678304,0.805006714,0.682476501,0.028678304,0.794312296
29,0.666650681,0.80016305,0.78117207,0.79201036,0.801266066,0.751390754,0.756234414,0.724918473,0.73335891,0.798628429,0.755563016,0.757289469,0.722904278,0.742902359,0.801649722,0.028678304,0.807356608,0.683147899,0.028678304,0.797093804
30,0.669528103,0.80308843,0.78371379,0.79527144,0.805342413,0.75484366,0.75968732,0.725350086,0.736236332,0.80313639,0.758776137,0.761030117,0.725925571,0.745348168,0.806781124,0.028678304,0.810521772,0.687224247,0.028678304,0.800786495
31,0.672021868,0.80577403,0.78496068,0.79714176,0.808507577,0.758872051,0.762085172,0.726453098,0.737339344,0.806349511,0.762372914,0.764674851,0.728659121,0.747554191,0.809850374,0.028678304,0.812296183,0.687272204,0.028678304,0.803088433
32,0.673460579,0.80798005,0.78639939,0.7987723,0.810665644,0.76179743,0.764387109,0.728946864,0.743046231,0.807932093,0.76534625,0.769038941,0.73287934,0.752014195,0.810713601,0.028678304,0.813447151,0.6889507,0.028678304,0.806157683
33,0.674131978,0.80908306,0.78802993,0.79982736,0.811241128,0.763955496,0.766593133,0.730337617,0.746163438,0.809610589,0.766928832,0.771005179,0.734797621,0.75354882,0.812296183,0.028678304,0.81507769,0.691108767,0.028678304,0.808267792
34,0.675522732,0.8110493,0.78970842,0.80155381,0.813686937,0.766449261,0.769758297,0.733310953,0.750623441,0.812104354,0.76971034,0.773642816,0.738394399,0.753884519,0.81459812,0.028678304,0.817091886,0.693027048,0.028678304,0.810905429
35,0.677345099,0.81220027,0.79057165,0.80241703,0.814837905,0.771292922,0.772108191,0.735421063,0.753980434,0.814789948,0.773546902,0.777383464,0.739929024,0.756570113,0.816420487,0.028678304,0.818338768,0.698446192,0.028678304,0.811432956
36,0.678208325,0.81248801,0.79119509,0.80409553,0.815365433,0.774601957,0.774170343,0.738010742,0.756713984,0.816564358,0.775321312,0.780021101,0.741463649,0.75872818,0.816516401,0.028678304,0.819201995,0.699309419,0.028678304,0.811960483
37,0.680510263,0.81339919,0.79210627,0.80567811,0.816276616,0.77551314,0.775752925,0.741415692,0.756474199,0.817283714,0.778054863,0.782994437,0.742230961,0.761269902,0.818338768,0.028678304,0.819537694,0.697774794,0.028678304,0.813591022
38,0.681996931,0.81440629,0.79234606,0.80644543,0.817331671,0.777863035,0.77762325,0.741799348,0.758776137,0.819249952,0.780884328,0.784193363,0.743765586,0.763763668,0.819777479,0.028678304,0.821120276,0.699884903,0.028678304,0.814502206
39,0.683099942,0.81608479,0.79388068,0.80874736,0.819297909,0.780644542,0.781124113,0.742758488,0.761701515,0.821072319,0.783809707,0.785727988,0.744149242,0.765298293,0.821887589,0.028678304,0.822463073,0.701611356,0.028678304,0.816564358
40,0.68410704,0.81675619,0.79388068,0.80946672,0.820305007,0.781411855,0.783090351,0.743669672,0.763140226,0.822463073,0.784529062,0.78779014,0.746403223,0.766065605,0.822750815,0.028678304,0.822798772,0.70170727,0.028678304,0.81637253
41,0.684874353,0.81694802,0.79354498,0.80941876,0.819969308,0.783138308,0.786399386,0.742039133,0.762900441,0.823182429,0.785584117,0.790283906,0.746882793,0.767264531,0.824189526,0.028678304,0.823709956,0.699405333,0.028678304,0.816612315
42,0.686552849,0.81848264,0.79205832,0.80927489,0.820496835,0.785488203,0.788701324,0.742135047,0.764962594,0.823709956,0.786783042,0.791722617,0.747985805,0.768271629,0.824477268,0.028678304,0.823949741,0.699980817,0.028678304,0.815125647
43,0.686840591,0.82092845,0.79344907,0.80985037,0.821887589,0.7864953,0.789660464,0.743573758,0.76630539,0.824669096,0.788461538,0.794791866,0.747793977,0.770141953,0.825772108,0.028678304,0.825772108,0.703577594,0.028678304,0.816612315
44,0.687224247,0.82159985,0.79215423,0.81042586,0.823518128,0.787070785,0.791530788,0.744772684,0.766784961,0.826683292,0.788653367,0.794552081,0.746738922,0.769662383,0.826923077,0.028678304,0.82605985,0.703433723,0.028678304,0.817571456
45,0.688662958,0.82155189,0.79244197,0.81009016,0.824141569,0.788413581,0.794216382,0.745204297,0.765921734,0.826971034,0.790092077,0.796230577,0.747074621,0.770237867,0.827018991,0.028678304,0.826683292,0.705160176,0.028678304,0.819010167
46,0.689094571,0.82188759,0.79220219,0.81047382,0.824525225,0.788893152,0.79651832,0.745252254,0.764387109,0.828074046,0.791482831,0.797813159,0.747841934,0.771292922,0.828841358,0.028678304,0.827450604,0.702954153,0.028678304,0.819633608
47,0.690197583,0.82294264,0.79225014,0.81100134,0.824237483,0.789756378,0.798004988,0.744868598,0.765058508,0.828985229,0.792489929,0.798436601,0.748465375,0.771005179,0.82994437,0.028678304,0.828409745,0.703193938,0.028678304,0.820928448
48,0.568674468,0.67489929,0.65101669,0.6657395,0.824860925,0.790811433,0.798388644,0.746978707,0.763667754,0.829752542,0.795175523,0.800115097,0.750863227,0.770957222,0.830184155,0.028678304,0.800834452,0.678591982,0.028678304,0.821695761
49,0.464511797,0.55030693,0.53074046,0.54244197,0.825292538,0.793305199,0.801409937,0.748609246,0.763380012,0.830375983,0.797237675,0.801553808,0.750863227,0.772108191,0.830807596,0.028678304,0.789324765,0.657826587,0.028678304,0.821408018
50,0.361931709,0.42547478,0.41008057,0.41981585,0.827450604,0.794456167,0.802225206,0.746834836,0.762420871,0.828985229,0.798532515,0.803088433,0.751055055,0.770861308,0.832006522,0.028678304,0.780980242,0.640034529,0.028678304,0.822127374
51,0.296086706,0.34529062,0.33325341,0.34059083,0.8291291,0.794216382,0.803903702,0.743717629,0.761413773,0.830951467,0.799923269,0.804814886,0.750239785,0.771868406,0.832246307,0.028678304,0.778246691,0.627949357,0.028678304,0.822558987
52,0.21882793,0.25469979,0.2452043,0.25110301,0.830040284,0.794983695,0.804814886,0.742518703,0.760406676,0.830711682,0.800978323,0.805917898,0.75177441,0.77114905,0.833589104,0.028678304,0.773930558,0.615672358,0.028678304,0.822846729
53,0.208900825,0.2431901,0.2339344,0.23964128,0.830615768,0.794791866,0.805006714,0.741703434,0.761126031,0.831383081,0.800978323,0.807212737,0.751342797,0.770237867,0.834020717,0.028678304,0.778918089,0.614521389,0.028678304,0.822271245
54,0.170439286,0.19705544,0.18990984,0.19480146,0.83123921,0.795319394,0.806013812,0.739785153,0.763284097,0.832917706,0.800786495,0.807836179,0.749568387,0.770333781,0.8352676,0.028678304,0.781603683,0.60852676,0.028678304,0.823230386
55,0.161135622,0.18573758,0.17892768,0.18367543,0.832150393,0.795942835,0.805821984,0.740552465,0.763475926,0.83349319,0.800594667,0.808028007,0.747266449,0.771676578,0.836274698,0.028678304,0.78553616,0.604450412,0.028678304,0.824381354
56,0.12257817,0.1408498,0.13658162,0.13960292,0.833732975,0.795751007,0.80668521,0.742135047,0.762564742,0.834164589,0.80102628,0.808507577,0.746834836,0.772587761,0.836706311,0.028678304,0.787358527,0.5975446,0.028678304,0.825628237
57,0.104114713,0.11807021,0.11500096,0.11687128,0.833157491,0.796086706,0.807548437,0.73949741,0.761989258,0.834931901,0.801553808,0.808411663,0.74338193,0.770621523,0.836898139,0.028678304,0.786974871,0.593755995,0.028678304,0.826683292
58,0.104114713,0.11807021,0.11500096,0.11687128,0.832821792,0.797285632,0.809131019,0.736619988,0.762468828,0.835363514,0.803040476,0.809562632,0.743286016,0.771005179,0.836850182,0.028678304,0.789037023,0.59318051,0.028678304,0.826971034
59,0.094091694,0.10670439,0.10406676,0.1056973,0.833397276,0.796230577,0.809466718,0.735181278,0.760550547,0.835747171,0.804814886,0.810377901,0.741511606,0.770429695,0.836514483,0.028678304,0.790283906,0.594139651,0.028678304,0.828026089
60,0.084068674,0.09529062,0.09260503,0.09423557,0.834020717,0.79699789,0.808699405,0.733934395,0.760934203,0.835651256,0.804958757,0.8110493,0.740216766,0.770957222,0.836610397,0.028678304,0.79522348,0.596873202,0.028678304,0.828265874
61,0.084068674,0.09529062,0.09260503,0.09423557,0.834404374,0.797093804,0.809610589,0.734797621,0.76098216,0.835603299,0.805246499,0.812056397,0.740984078,0.770477652,0.837233838,0.028678304,0.796422406,0.596153846,0.028678304,0.828217917
62,0.075436409,0.08402072,0.08229426,0.08320545,0.834644159,0.797573374,0.809802417,0.735756762,0.760070976,0.836466526,0.806397468,0.812583925,0.741655477,0.769854211,0.837713409,0.028678304,0.797765202,0.595530405,0.028678304,0.829177057
63,0.066180702,0.07294264,0.07150393,0.07217533,0.835123729,0.797045847,0.810138116,0.734749664,0.757625168,0.836514483,0.80620564,0.813207366,0.741511606,0.769806254,0.83785728,0.028678304,0.80006714,0.595722233,0.028678304,0.829368885
64,0.066180702,0.07294264,0.07150393,0.07217533,0.834931901,0.796278534,0.809802417,0.73369461,0.756713984,0.836898139,0.805630155,0.812727796,0.737866871,0.770909265,0.838192979,0.028678304,0.802464991,0.595530405,0.028678304,0.830711682
65,0.05716478,0.06229618,0.0610493,0.06148091,0.835507385,0.797237675,0.809898331,0.731824285,0.756953769,0.836802225,0.805486284,0.813159409,0.740600422,0.768367543,0.838864378,0.028678304,0.804191444,0.596489545,0.028678304,0.830711682
66,0.05716478,0.06229618,0.0610493,0.06148091,0.836466526,0.79829273,0.810138116,0.729522348,0.754076348,0.837617495,0.805294456,0.81330328,0.742758488,0.768271629,0.839008249,0.028678304,0.806541339,0.598263955,0.028678304,0.831143296
67,0.05716478,0.06229618,0.0610493,0.06148091,0.837521581,0.796854019,0.810186073,0.730529446,0.75225398,0.838001151,0.805630155,0.814214464,0.740168809,0.76760023,0.839775561,0.028678304,0.811720698,0.598503741,0.028678304,0.831526952
68,0.047093804,0.05069058,0.04958757,0.04997123,0.836994053,0.797381546,0.81200844,0.731488586,0.750191828,0.837713409,0.80668521,0.814166507,0.739785153,0.765490121,0.839200077,0.028678304,0.812488011,0.59624976,0.028678304,0.831814694
69,0.047093804,0.05069058,0.04958757,0.04997123,0.837185881,0.798148859,0.813063495,0.730145789,0.749280645,0.837617495,0.805294456,0.814885862,0.740744293,0.76534625,0.839919432,0.028678304,0.812392097,0.598263955,0.028678304,0.831814694
70,0.037406484,0.03937272,0.03865337,0.03903702,0.837137924,0.79747746,0.813734894,0.731248801,0.748369461,0.83737771,0.805486284,0.816324573,0.73820257,0.76405141,0.839583733,0.028678304,0.813159409,0.598935354,0.028678304,0.831526952
71,0.037406484,0.03937272,0.03865337,0.03903702,0.837185881,0.79829273,0.813878765,0.732207942,0.744724727,0.837425667,0.806109726,0.816756186,0.737627086,0.762660656,0.840638788,0.028678304,0.814646077,0.60142912,0.028678304,0.832917706
72,0.037406484,0.03937272,0.03865337,0.03903702,0.837953194,0.797909073,0.813878765,0.730385575,0.745875695,0.837425667,0.806349511,0.816084788,0.737723,0.762181086,0.840494917,0.028678304,0.815940917,0.601333205,0.028678304,0.833205448
73,0.037406484,0.03937272,0.03865337,0.03903702,0.838384807,0.796134663,0.813782851,0.729042778,0.744628813,0.838432764,0.807356608,0.816228659,0.73335891,0.761221945,0.84092653,0.028678304,0.81766737,0.603539229,0.028678304,0.833397276
74,0.037406484,0.03937272,0.03865337,0.03903702,0.837809323,0.795271437,0.813591022,0.728131594,0.742230961,0.838528678,0.806924995,0.816756186,0.729906004,0.759111836,0.841310186,0.028678304,0.819010167,0.601716862,0.028678304,0.833541147
75,0.037406484,0.03937272,0.03865337,0.03903702,0.838288893,0.795559179,0.814885862,0.727508153,0.739401496,0.838720506,0.806924995,0.817523499,0.728802993,0.758248609,0.840974487,0.028678304,0.820448878,0.602723959,0.028678304,0.834548245
76,0.028678304,0.0286783,0.0286783,0.0286783,0.838960292,0.794743909,0.815509304,0.728707078,0.739305582,0.839008249,0.805102628,0.817379628,0.727076539,0.756522156,0.84092653,0.028678304,0.82155189,0.603922885,0.028678304,0.835651256
77,0.028678304,0.0286783,0.0286783,0.0286783,0.83963169,0.795415308,0.816420487,0.72755611,0.736188375,0.840063303,0.804239401,0.81637253,0.728371379,0.75743334,0.842413198,0.028678304,0.822798772,0.608862459,0.028678304,0.835938999
78,0.028678304,0.0286783,0.0286783,0.0286783,0.839823518,0.795607136,0.816468444,0.727508153,0.733742567,0.839679647,0.805342413,0.816468444,0.732112028,0.755179359,0.842365241,0.028678304,0.823134472,0.613130635,0.028678304,0.835411471
79,0.028678304,0.0286783,0.0286783,0.0286783,0.840159217,0.792921542,0.817139843,0.725014387,0.733215039,0.840159217,0.804335316,0.816516401,0.732639555,0.753788605,0.842365241,0.028678304,0.825196624,0.617446768,0.028678304,0.836178784
80,0.028678304,0.0286783,0.0286783,0.0286783,0.839919432,0.792681757,0.816804143,0.725302129,0.732351813,0.839967389,0.8049108,0.816564358,0.73110493,0.753213121,0.842652983,0.028678304,0.825963936,0.618405908,0.028678304,0.836610397
81,0.028678304,0.0286783,0.0286783,0.0286783,0.840351045,0.793880683,0.817475542,0.722328793,0.733119125,0.840590831,0.804575101,0.818051026,0.731152887,0.753309035,0.843084596,0.028678304,0.826203721,0.622482256,0.028678304,0.836514483
82,0.028678304,0.0286783,0.0286783,0.0286783,0.840734702,0.793976597,0.817043929,0.72237675,0.731440629,0.841741799,0.805438327,0.818674468,0.732112028,0.749088816,0.84399578,0.028678304,0.828122003,0.623489354,0.028678304,0.837473624
83,0.028678304,0.0286783,0.0286783,0.0286783,0.842125456,0.793640898,0.816660272,0.718875887,0.732543641,0.84222137,0.805006714,0.819825436,0.728467293,0.75047957,0.844763092,0.028678304,0.829560714,0.625359678,0.028678304,0.837953194
84,0.028678304,0.0286783,0.0286783,0.0286783,0.842173413,0.793688855,0.817523499,0.717724918,0.730049875,0.842844811,0.804671015,0.81992135,0.728946864,0.751630539,0.845146749,0.028678304,0.830375983,0.625551506,0.028678304,0.838864378
85,0.028678304,0.0286783,0.0286783,0.0286783,0.842365241,0.792921542,0.816756186,0.720890082,0.729378477,0.843468252,0.803999616,0.820209093,0.725685786,0.74918473,0.846489545,0.028678304,0.830711682,0.626894303,0.028678304,0.839583733
86,0.028678304,0.0286783,0.0286783,0.0286783,0.843228467,0.792489929,0.816804143,0.719595243,0.727172453,0.844379436,0.803040476,0.81992135,0.725446,0.749664301,0.846201803,0.028678304,0.83090351,0.622530213,0.028678304,0.839967389
87,0.028678304,0.0286783,0.0286783,0.0286783,0.84399578,0.791626702,0.816468444,0.718971801,0.726357184,0.844427393,0.802848648,0.820592749,0.723959332,0.749376559,0.846057932,0.028678304,0.831958565,0.625359678,0.028678304,0.840015346
88,0.028678304,0.0286783,0.0286783,0.0286783,0.844043737,0.791770574,0.816612315,0.7196432,0.727124496,0.844763092,0.802944562,0.820784577,0.725589871,0.75129484,0.84624976,0.028678304,0.83171878,0.626462689,0.028678304,0.840974487
89,0.028678304,0.0286783,0.0286783,0.0286783,0.844619221,0.791195089,0.816804143,0.717772876,0.728802993,0.844906963,0.801266066,0.821408018,0.725158258,0.751726453,0.846057932,0.028678304,0.832534049,0.627038174,0.028678304,0.840590831
90,0.028678304,0.0286783,0.0286783,0.0286783,0.84495492,0.792298101,0.816468444,0.718156532,0.726836754,0.845338577,0.800450796,0.821599847,0.725637829,0.750671398,0.846297717,0.028678304,0.83349319,0.630443123,0.028678304,0.840830616
91,0.028678304,0.0286783,0.0286783,0.0286783,0.844091694,0.792825628,0.816276616,0.717820833,0.725110301,0.845050834,0.800834452,0.82025705,0.724151161,0.750047957,0.846345674,0.028678304,0.834116631,0.631690006,0.028678304,0.84092653
92,0.028678304,0.0286783,0.0286783,0.0286783,0.844906963,0.7926338,0.817523499,0.717101477,0.722136965,0.845098791,0.800834452,0.821360061,0.727124496,0.747122578,0.845818147,0.028678304,0.834835987,0.631498178,0.028678304,0.840063303
93,0.028678304,0.0286783,0.0286783,0.0286783,0.844715135,0.791578745,0.818194897,0.715327067,0.721321696,0.845674276,0.800498753,0.82203146,0.726021485,0.746259352,0.845962018,0.028678304,0.835363514,0.639602916,0.028678304,0.840303088
94,0.028678304,0.0286783,0.0286783,0.0286783,0.844379436,0.789420679,0.818386725,0.714703626,0.720074813,0.845194706,0.799731441,0.821935546,0.726165356,0.74645118,0.845530405,0.028678304,0.836034913,0.639746787,0.028678304,0.840878573
95,0.028678304,0.0286783,0.0286783,0.0286783,0.844619221,0.790667562,0.818674468,0.713840399,0.720698254,0.844667178,0.799971226,0.822079417,0.726453098,0.746403223,0.845818147,0.028678304,0.836322655,0.642911951,0.028678304,0.841789756
96,0.028678304,0.0286783,0.0286783,0.0286783,0.844571264,0.791291003,0.819345866,0.713696528,0.720794168,0.845002877,0.800115097,0.821839632,0.726501055,0.745492039,0.845914061,0.028678304,0.835411471,0.646460771,0.028678304,0.841454057
97,0.028678304,0.0286783,0.0286783,0.0286783,0.844667178,0.790331863,0.819633608,0.714224055,0.720266641,0.845098791,0.800258968,0.822175331,0.725110301,0.746067523,0.846057932,0.028678304,0.836178784,0.647276041,0.028678304,0.841693842
98,0.028678304,0.0286783,0.0286783,0.0286783,0.845482448,0.791291003,0.819777479,0.716334165,0.718012661,0.846393631,0.800402839,0.822798772,0.724438903,0.744436984,0.846633416,0.028678304,0.836754268,0.647707654,0.028678304,0.84222137
99,0.028678304,0.0286783,0.0286783,0.0286783,0.845962018,0.790715519,0.819825436,0.716669864,0.717629004,0.846825245,0.799923269,0.822367159,0.723959332,0.742854402,0.847017073,0.028678304,0.837425667,0.646892384,0.028678304,0.843612124
